City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,puerto el triunfo,13.2833,-88.55,26.30000000000001,87,100,2.55,SV,1690167261
329,bodaybo,57.8506,114.1933,28.5,46,7,0.26,RU,1690167261
330,spas-demensk,54.4122,34.0226,12.610000000000014,80,100,2.18,RU,1690167262
331,mayya,61.7333,130.2811,27.620000000000005,36,10,1.92,RU,1690167263
332,guayaramerin,-10.8368,-65.3614,23.879999999999995,49,0,1.11,BO,1690167263
333,shimoda,34.6667,138.95,32.28000000000003,70,1,3.29,JP,1690167264
334,miguel auza,24.2933,-103.4503,20.379999999999995,51,97,1.39,MX,1690167264
335,akureyri,65.6835,-18.0878,9.960000000000036,93,100,0.0,IS,1690167264
336,khandyga,62.6667,135.6,27.260000000000048,41,9,0.92,RU,1690167265
337,sakakah,29.9697,40.2064,30.760000000000048,14,0,3.24,SA,1690167265
338,wynyard,-41.0,145.7167,13.390000000000043,73,100,5.02,AU,1690167265
339,saint-pierre,-21.3393,55.4781,20.82000000000005,68,75,2.06,RE,1690167266
340,chateaulin,48.2,-4.0833,16.400000000000034,95,95,4.55,FR,1690167266
341,bichura,50.5881,107.6022,16.110000000000014,97,100,0.72,RU,1690167267
342,puerto ayacucho,5.6639,-67.6236,24.07000000000005,93,96,0.71,VE,1690167267
343,virginia,37.5481,-77.4467,25.05000000000001,88,100,3.09,US,1690167268
344,yuzhno-kurilsk,44.0306,145.8556,17.360000000000014,94,100,1.64,RU,1690167194
345,nueva gerona,21.8833,-82.8,28.05000000000001,70,81,3.26,CU,1690167268
346,arzgir,45.3728,44.2206,22.620000000000005,74,94,5.13,RU,1690167268
347,kondagaon,19.6,81.6667,26.03000000000003,81,72,0.47,IN,1690167269
348,rice lake,45.5061,-91.7382,20.82000000000005,100,0,0.0,US,1690167155
349,inhambane,-23.865,35.3833,17.05000000000001,86,3,4.56,MZ,1690167269
350,key west,24.5557,-81.7826,33.0,63,0,2.57,US,1690167071
351,west end,26.6833,-78.9667,26.99000000000001,73,94,2.73,BS,1690167270
352,vadso,70.0744,29.7487,8.490000000000009,93,75,6.69,NO,1690167191
353,ribeira brava,32.65,-17.0667,21.670000000000016,73,37,2.75,PT,1690167271
354,bikenibeu village,1.3673,173.1241,31.980000000000018,66,75,4.12,KI,1690167271
355,nadi,-17.8,177.4167,26.0,65,75,3.09,FJ,1690167155
356,iskateley,67.6803,53.1512,15.970000000000027,84,100,2.31,RU,1690167272
357,san pedro,14.35,121.0167,29.620000000000005,82,75,3.09,PH,1690167272
358,anshun,26.25,105.9333,23.189999999999998,85,95,5.21,CN,1690167272
359,ciudad bolivar,8.1222,-63.5497,27.75,65,65,4.73,VE,1690167273
360,san ignacio,17.1561,-89.0714,27.08000000000004,94,0,0.0,BZ,1690167273
361,victorica,-36.2151,-65.4359,6.0400000000000205,43,100,5.42,AR,1690167273
362,plouguerneau,48.6,-4.5,16.28000000000003,94,100,5.66,FR,1690167273
363,idfu,24.9803,32.8747,30.960000000000036,19,2,2.37,EG,1690167274
364,encruzilhada do sul,-30.5439,-52.5219,11.360000000000014,82,78,4.43,BR,1690167274
365,haiku-pauwela,20.9219,-156.3051,30.010000000000048,66,40,9.26,US,1690167274
366,devils lake,48.1128,-98.8651,25.99000000000001,49,0,2.06,US,1690167275
367,ojinaga,29.5667,-104.4167,36.53000000000003,23,0,5.66,MX,1690167275
368,santa ines,-3.6667,-45.38,23.360000000000014,59,6,0.82,BR,1690167275
369,kapa'a,22.0752,-159.319,29.99000000000001,87,100,1.79,US,1690167276
370,oltinko'l,40.8011,72.1634,33.78000000000003,17,4,0.97,UZ,1690167276
371,khedbrahma,24.0333,73.05,27.870000000000005,84,100,2.11,IN,1690167276
372,lazaro cardenas,17.9583,-102.2,28.52000000000004,76,100,1.06,MX,1690167157
373,mokhsogollokh,61.4681,128.9203,29.370000000000005,42,16,1.98,RU,1690167277
374,burang,30.25,81.1667,12.090000000000032,68,74,1.55,CN,1690167277
375,tocopilla,-22.092,-70.1979,16.900000000000034,79,16,1.66,CL,1690167277
376,dennery,13.8996,-60.8879,28.54000000000002,81,100,2.24,LC,1690167278
377,nuuk,64.1835,-51.7216,8.340000000000032,87,8,5.14,GL,1690167278
378,praia da vitoria,38.7333,-27.0667,22.140000000000043,88,75,4.37,PT,1690167278
379,biltine,14.5333,20.9167,29.400000000000034,50,60,3.2,TD,1690167278
380,road town,18.4167,-64.6167,29.05000000000001,74,20,4.12,VG,1690167279
381,relizane,35.7373,0.556,29.930000000000007,40,60,0.28,DZ,1690167279
382,male,4.1748,73.5089,28.970000000000027,84,40,3.09,MV,1690167018
383,vilyuysk,63.7553,121.6247,30.160000000000025,35,15,3.92,RU,1690167279
384,susanville,40.4163,-120.653,30.910000000000025,16,0,6.17,US,1690167014
385,sola,-13.8833,167.55,24.650000000000034,89,100,8.49,VU,1690167280
386,porto novo,6.4965,2.6036,23.900000000000034,96,99,2.71,BJ,1690167259
387,hirara,24.8,125.2833,32.920000000000016,70,40,6.17,JP,1690167281
388,hanzhong,33.0728,107.0303,25.29000000000002,81,100,1.59,CN,1690167281
389,kindu,-2.95,25.95,22.910000000000025,49,60,1.0,CD,1690167281
390,hays,30.0502,-98.0336,29.08000000000004,66,22,0.45,US,1690167282
391,tauranga,-37.6861,176.1667,16.189999999999998,74,26,1.34,NZ,1690167282
392,vernon,50.2581,-119.2691,33.200000000000045,18,10,0.51,CA,1690167012
393,sabha,27.0377,14.4283,29.189999999999998,21,10,5.2,LY,1690167282
394,vila franca do campo,37.7167,-25.4333,21.230000000000018,87,21,2.63,PT,1690167283
395,ta`u,-14.2336,-169.5144,26.510000000000048,72,6,5.93,AS,1690167283
396,carnarvon,-24.8667,113.6333,20.58000000000004,28,0,7.97,AU,1690167283
397,gorodishche,48.8045,44.4744,19.49000000000001,72,0,2.0,RU,1690167283
398,rabo de peixe,37.8,-25.5833,20.730000000000018,83,20,3.09,PT,1690167284
399,n'dalatando,-9.2978,14.9116,15.600000000000023,96,20,0.98,AO,1690167284
400,weyburn,49.6668,-103.8511,26.120000000000005,47,35,4.12,CA,1690167284
401,la passe,45.5549,-0.8967,20.129999999999995,91,100,5.49,FR,1690167285
402,pangody,65.85,74.4859,22.57000000000005,59,31,1.95,RU,1690167286
403,boa vista,2.8197,-60.6733,23.99000000000001,100,75,2.06,BR,1690167286
404,sovetskaya gavan',48.9723,140.2878,22.140000000000043,71,34,4.54,RU,1690167286
405,tulsipur,28.131,82.2973,27.860000000000014,74,78,1.64,NP,1690167287
406,kuytun,54.3419,101.5036,15.770000000000039,87,100,3.46,RU,1690167287
407,melekeok village,7.4957,134.6367,31.310000000000002,70,75,5.14,PW,1690167287
408,hammerfest,70.6634,23.6821,9.25,76,0,4.12,NO,1690167287
409,arkhangel'sk,64.5401,40.5433,9.939999999999998,95,100,2.11,RU,1690167288
410,ghat,24.9647,10.1728,29.310000000000002,12,76,0.5,LY,1690167288
411,castel di sangro,41.7737,14.1035,20.02000000000004,47,0,2.83,IT,1690167288
412,mount isa,-20.7333,139.5,16.870000000000005,27,0,8.23,AU,1690167289
413,cernavoda,44.3667,28.0167,17.80000000000001,75,0,1.31,RO,1690167289
414,thiruvananthapuram,8.4833,76.9167,25.99000000000001,89,75,1.54,IN,1690167290
415,kawambwa,-9.7915,29.0791,13.140000000000043,73,0,2.6,ZM,1690167290
416,mutare,-18.9707,32.6709,10.260000000000048,77,0,1.46,ZW,1690167290
417,manadhoo,5.7667,73.3833,28.370000000000005,77,100,5.33,MV,1690167291
418,pak phanang,8.3511,100.202,32.80000000000001,63,88,4.33,TH,1690167291
419,indiana,40.0003,-86.2503,22.870000000000005,91,0,0.0,US,1690167291
420,ciudad gustavo diaz ordaz,26.2333,-98.5833,31.939999999999998,65,13,6.91,MX,1690167292
421,tofol,5.3248,163.0078,28.879999999999995,84,75,1.54,FM,1690167292
422,portland,45.5234,-122.6762,29.33000000000004,44,20,5.14,US,1690167022
423,vodnyy,63.5046,53.4095,15.490000000000009,79,47,3.28,RU,1690167293
424,santander,43.4647,-3.8044,20.260000000000048,89,100,2.68,ES,1690167293
425,solnechnyy,50.7214,136.6319,25.0,58,99,1.1,RU,1690167293
426,sheregesh,52.9209,87.9869,16.77000000000004,87,90,2.05,RU,1690167294
427,pasighat,28.0667,95.3333,25.960000000000036,95,100,0.7,IN,1690167294
428,al bayda',32.7627,21.7551,25.420000000000016,44,0,1.83,LY,1690167294
429,tinaan,11.2667,123.75,27.629999999999995,80,100,13.44,PH,1690167295
430,kone,-21.0595,164.8658,21.560000000000002,50,81,1.54,NC,1690167295
431,tanumah,27.1,44.1333,30.870000000000005,12,22,2.51,SA,1690167295
432,develi,38.3906,35.4922,14.640000000000043,56,0,1.94,TR,1690167296
433,buka,40.8108,69.1986,31.350000000000023,19,7,4.09,UZ,1690167296
434,kailua-kona,19.6406,-155.9956,28.980000000000018,93,75,4.63,US,1690167296
435,nimaparha,20.0667,86.0167,29.220000000000027,68,94,5.13,IN,1690167297
436,al kharijah,25.4514,30.5464,29.310000000000002,25,19,3.08,EG,1690167200
437,canutama,-6.5339,-64.3831,24.30000000000001,55,37,0.46,BR,1690167298
438,manismata,-2.4667,111.0333,30.090000000000032,63,39,2.06,ID,1690167298
439,maceio,-9.6658,-35.7353,21.689999999999998,100,75,2.57,BR,1690167056
440,jamestown,42.097,-79.2353,19.77000000000004,88,0,0.0,US,1690167299
441,newnham,-41.3833,147.1333,15.060000000000002,73,72,5.66,AU,1690167299
442,halifax,44.6453,-63.5724,21.360000000000014,98,7,1.03,CA,1690167188
443,ad-damazin,11.7891,34.3592,23.629999999999995,76,97,5.21,SD,1690167300
444,brisas de zicatela,15.8369,-97.0419,28.24000000000001,81,77,1.23,MX,1690167300
445,saharanpur,29.9667,77.55,29.980000000000018,70,16,2.63,IN,1690167300
446,san marcos,33.1434,-117.1661,24.950000000000045,86,75,3.6,US,1690167301
447,rokytne,51.2796,27.214,15.470000000000027,82,100,3.2,UA,1690167301
448,tual,-5.6667,132.75,25.090000000000032,77,95,11.09,ID,1690167301
449,cape canaveral,28.4058,-80.6048,26.670000000000016,87,0,2.57,US,1690167301
450,huntsville,34.7304,-86.5861,23.79000000000002,77,0,0.0,US,1690167183
451,lingyuan,41.24,119.4011,28.870000000000005,57,0,1.85,CN,1690167303
452,horta,38.5333,-28.6333,21.680000000000007,85,20,3.13,PT,1690167028
453,mbala,-8.8402,31.3659,12.180000000000007,84,1,3.55,ZM,1690167304
454,diego de almagro,-26.3667,-70.05,14.629999999999995,55,42,1.08,CL,1690167088
455,buala,-8.145,159.5921,26.110000000000014,88,100,3.22,SB,1690167304
456,lee acres,35.1487,-106.647,33.25,20,0,3.09,US,1690167305
457,sao felix do xingu,-6.6447,-51.995,21.870000000000005,50,62,0.86,BR,1690167305
458,twon-brass,4.3151,6.2418,25.78000000000003,83,100,6.31,NG,1690167056
459,cukai,4.25,103.4167,30.0,73,100,3.1,MY,1690167306
460,alta,69.9689,23.2717,8.590000000000032,75,100,5.66,NO,1690167306
461,moama,-36.1167,144.7833,14.990000000000009,65,0,3.56,AU,1690167306
462,borazjan,29.2666,51.2159,35.49000000000001,21,89,2.84,IR,1690167307
463,belle fourche,44.6714,-103.8522,29.620000000000005,30,46,1.05,US,1690167068
464,qarazhal,48.0078,70.7903,27.260000000000048,29,0,5.75,KZ,1690167308
465,macau,22.2006,113.5461,32.700000000000045,74,20,2.06,MO,1690167309
466,viedma,-40.8135,-62.9967,5.850000000000023,66,100,2.9,AR,1690167309
467,zhanga buqtyrma,49.6295,83.5248,25.53000000000003,30,6,0.31,KZ,1690167309
468,caico,-6.4583,-37.0978,23.180000000000007,69,14,6.69,BR,1690167310
469,wabag,-5.4781,143.7021,20.680000000000007,61,99,1.6,PG,1690167310
470,warmbad,-28.45,18.7333,7.660000000000025,68,100,1.86,NA,1690167310
471,dakhla,23.6848,-15.958,19.870000000000005,90,87,10.29,EH,1690167311
472,islamorada,24.9243,-80.6278,31.0,83,24,0.45,US,1690167311
473,pisco,-13.7,-76.2167,21.03000000000003,68,100,2.57,PE,1690167311
474,dazhou,31.2159,107.5009,30.670000000000016,64,100,1.35,CN,1690167312
475,ishqoshim,36.7248,71.6133,19.58000000000004,31,0,0.52,TJ,1690167313
476,black point,-34.6187,137.8972,13.410000000000025,71,100,2.26,AU,1690167313
477,forest grove,45.5198,-123.1107,28.970000000000027,46,0,3.6,US,1690167314
478,san manuel,17.0238,121.6357,30.640000000000043,65,78,4.21,PH,1690167314
479,trincomalee,8.5711,81.2335,28.74000000000001,70,100,7.4,LK,1690167314
480,changji,44.0167,87.3167,29.439999999999998,32,40,3.0,CN,1690167315
481,sandnessjoen,66.0217,12.6316,11.29000000000002,96,100,0.92,NO,1690167315
482,ciudad lazaro cardenas,17.9583,-102.2,28.52000000000004,76,100,1.06,MX,1690167316
483,cardenas,23.0375,-81.2047,28.420000000000016,79,14,5.29,CU,1690167316
484,rockdale,33.6501,-84.0166,26.77000000000004,83,100,0.0,US,1690167316
485,tallulah,32.4085,-91.1868,23.03000000000003,59,0,1.49,US,1690167316
486,amahai,-3.3333,128.9167,28.939999999999998,78,71,7.38,ID,1690167317
487,usogorsk,63.4106,48.6872,13.850000000000023,95,98,2.83,RU,1690167317
488,pathein,16.7833,94.7333,29.30000000000001,73,11,1.58,MM,1690167137
489,alvaraes,-3.2208,-64.8042,25.930000000000007,67,86,0.42,BR,1690167319
490,nahiyat ash shinafiyah,31.5874,44.6602,33.879999999999995,13,0,4.6,IQ,1690167319
491,dudinka,69.4058,86.1778,17.57000000000005,64,100,3.83,RU,1690167319
492,broken hill,-31.95,141.4333,12.200000000000045,50,0,6.51,AU,1690167320
493,krasnyy chikoy,50.3643,108.7512,15.120000000000005,99,100,0.42,RU,1690167320
494,meadow lakes,61.6247,-149.6011,24.980000000000018,58,0,3.09,US,1690167320
495,isabela,6.7085,121.9711,29.03000000000003,68,98,4.31,PH,1690167321
496,qui nhon,13.7667,109.2333,28.960000000000036,67,98,2.81,VN,1690167321
497,mareeba,-17.0,145.4333,23.58000000000004,42,22,2.38,AU,1690167321
498,kununurra,-15.7667,128.7333,20.99000000000001,24,7,7.72,AU,1690167321
499,key largo,25.0865,-80.4473,29.99000000000001,67,14,1.73,US,1690167322
500,langsa,4.4683,97.9683,30.5,63,66,1.02,ID,1690167322
501,south bay,26.664,-80.7162,28.340000000000032,75,53,4.03,US,1690167323
502,pangobilian,8.8011,117.8594,29.30000000000001,75,99,4.19,PH,1690167323
503,nurota,40.5614,65.6886,30.49000000000001,16,0,4.66,UZ,1690167323
504,la'ie,21.6477,-157.9253,31.980000000000018,76,6,6.3,US,1690167324
505,kimbe,-5.5502,150.1429,31.470000000000027,56,32,4.75,PG,1690167324
506,jangipur,24.4667,88.0667,31.29000000000002,65,38,2.58,IN,1690167324
507,shiqian,27.5225,108.2281,30.910000000000025,64,100,2.7,CN,1690167325
508,kiamba,5.9894,124.6242,27.610000000000014,79,91,2.5,PH,1690167325
509,north battleford,52.7834,-108.2847,24.05000000000001,57,0,5.14,CA,1690167325
510,sungai penuh,-2.0833,101.3833,20.210000000000036,84,100,0.69,ID,1690167326
511,okhotsk,59.3833,143.3,20.060000000000002,66,11,5.36,RU,1690167326
512,osinovo,55.8809,48.881,17.05000000000001,86,49,2.57,RU,1690167326
513,escanaba,45.7453,-87.0646,19.03000000000003,100,75,1.54,US,1690167326
514,morondava,-20.2833,44.2833,18.890000000000043,74,0,2.92,MG,1690167327
515,amos,48.5669,-78.1162,16.400000000000034,84,87,2.05,CA,1690167327
516,nakonde,-9.3421,32.745,10.580000000000041,97,2,1.64,ZM,1690167328
517,north bend,43.4065,-124.2243,21.25,72,0,4.63,US,1690167328
518,embi,48.8264,58.1442,25.150000000000034,31,17,4.84,KZ,1690167329
519,qina,26.1642,32.7267,30.58000000000004,22,0,1.38,EG,1690167329
520,la gi,10.6667,107.7833,28.850000000000023,73,84,5.61,VN,1690167118
521,lubang,13.8584,120.124,28.360000000000014,76,88,6.41,PH,1690167330
522,zanjan,36.6736,48.4787,22.210000000000036,43,95,3.1,IR,1690167330
523,leava,-14.3,-178.1667,26.74000000000001,74,56,7.05,WF,1690167330
524,morant bay,17.8815,-76.4093,29.79000000000002,83,34,3.78,JM,1690167331
525,kruisfontein,-34.0033,24.7314,9.939999999999998,83,71,5.31,ZA,1690167331
526,tbilisskaya,45.3633,40.19,19.350000000000023,89,23,2.75,RU,1690167331
527,holbrook,40.8123,-73.0784,25.920000000000016,78,75,3.09,US,1690167332
528,andkhoy,36.9529,65.1238,30.58000000000004,16,0,5.83,AF,1690167332
529,port douglas,-16.4833,145.4667,21.33000000000004,64,87,3.77,AU,1690167333
530,betio village,1.358,172.9211,32.02000000000004,76,50,4.57,KI,1690167333
531,rudnyy,52.9594,63.1206,19.129999999999995,57,94,0.52,KZ,1690167334
532,montecito,34.4367,-119.6321,28.560000000000002,70,0,4.63,US,1690167334
533,craig,40.5153,-107.5464,25.970000000000027,27,0,2.57,US,1690167199
534,masina,-4.3836,15.3914,24.189999999999998,78,40,4.12,CD,1690167335
535,ilek,51.5271,53.3831,19.32000000000005,58,100,2.05,RU,1690167335
536,tieli,46.95,128.05,17.32000000000005,99,100,4.91,CN,1690167335
537,trstenik,43.6169,21.0025,19.230000000000018,78,0,1.61,RS,1690167336
538,choma,-16.8065,26.9531,12.020000000000039,59,0,1.14,ZM,1690167319
539,tommot,58.9564,126.2925,26.870000000000005,52,50,2.35,RU,1690167336
540,northam,51.0333,-4.2167,16.480000000000018,96,98,2.07,GB,1690167153
541,levuka,50.1834,-105.4011,24.840000000000032,44,4,3.59,CA,1690167337
542,lowestoft,52.4752,1.7516,15.610000000000014,94,93,2.99,GB,1690167337
543,mil'kovo,55.6078,37.7956,13.730000000000018,88,36,2.6,RU,1690167213
544,necochea,-38.5473,-58.7368,6.960000000000036,69,100,4.82,AR,1690167338
545,sol'-iletsk,51.1631,54.9918,21.480000000000018,46,96,2.26,RU,1690167338
546,kill devil hills,36.0307,-75.676,26.660000000000025,81,0,1.54,US,1690167339
547,turabah,21.2141,41.6331,26.379999999999995,18,72,1.1,SA,1690167214
548,tumayr,25.7039,45.868,29.700000000000045,12,17,0.76,SA,1690167339
549,roseto degli abruzzi,42.6664,14.0227,28.379999999999995,74,36,1.56,IT,1690167339
550,launceston,-41.45,147.1667,15.340000000000032,73,86,5.66,AU,1690167066
551,takab,36.4009,47.1133,22.07000000000005,36,1,2.77,IR,1690167340
552,yanchep,-31.55,115.6833,19.78000000000003,37,0,7.56,AU,1690167340
553,balaipungut,1.05,101.2833,27.430000000000007,73,88,1.38,ID,1690167340
554,le port,-20.9373,55.2919,21.980000000000018,89,6,4.05,RE,1690167341
555,fortuna,40.5982,-124.1573,17.420000000000016,86,0,6.17,US,1690167341
556,coahuayana de hidalgo,18.7,-103.6583,26.879999999999995,81,80,0.35,MX,1690167341
557,gur'yevsk,54.2833,85.9333,16.840000000000032,92,100,3.16,RU,1690167341
558,fisterra,42.9049,-9.2629,17.08000000000004,75,100,3.95,ES,1690167342
559,rongelap,11.1635,166.8941,28.920000000000016,70,48,6.04,MH,1690167342
560,maqat,47.65,53.3167,27.400000000000034,28,21,4.21,KZ,1690167342
561,severobaykal'sk,55.65,109.3167,19.150000000000034,53,78,0.94,RU,1690167343
562,pulo,15.246,120.9285,29.80000000000001,74,94,1.57,PH,1690167343
563,hajnowka,52.7433,23.5812,16.120000000000005,90,78,3.2,PL,1690167343
564,parabel',58.6978,81.4825,17.83000000000004,79,100,1.58,RU,1690167343
565,pacific grove,36.6177,-121.9166,18.450000000000045,84,0,4.12,US,1690167205
566,arar,30.9753,41.0381,29.010000000000048,11,0,6.17,SA,1690167344
567,garoua boulai,5.8833,14.55,17.980000000000018,95,96,0.92,CM,1690167344
